Provider.Name,Provider.Guid,EventID,EventID.Qualifiers,Version,Level,Task,Opcode,Keywords,TimeCreated.SystemTime,EventRecordID,Correlation.ActivityID,Correlation.RelatedActivityID,Execution.ProcessID,Execution.ThreadID,Channel,Computer,Security.UserID,UserData.LogFileCleared,UserData.SubjectUserSid,UserData.SubjectUserName,UserData.SubjectDomainName,UserData.SubjectLogonId,UserData.ClientProcessId,UserData.ClientProcessStartKey,EventData.SubjectUserSid,EventData.SubjectUserName,EventData.SubjectDomainName,EventData.SubjectLogonId,EventData.SourceHandleId,EventData.SourceProcessId,EventData.TargetHandleId,EventData.TargetProcessId,EventData.ObjectServer,EventData.HandleId,EventData.ProcessId,EventData.ProcessName,EventData.ObjectType,EventData.ObjectName,EventData.TransactionId,EventData.AccessList,EventData.AccessReason,EventData.AccessMask,EventData.PrivilegeList,EventData.RestrictedSidCount,EventData.ResourceAttributes,EventData.NewProcessId,EventData.NewProcessName,EventData.TokenElevationType,EventData.CommandLine,EventData.TargetUserSid,EventData.TargetUserName,EventData.TargetDomainName,EventData.TargetLogonId,EventData.ParentProcessName,EventData.MandatoryLabel,EventData.LogonType,EventData.LogonProcessName,EventData.AuthenticationPackageName,EventData.WorkstationName,EventData.LogonGuid,EventData.TransmittedServices,EventData.LmPackageName,EventData.KeyLength,EventData.IpAddress,EventData.IpPort,EventData.ImpersonationLevel,EventData.RestrictedAdminMode,EventData.TargetOutboundUserName,EventData.TargetOutboundDomainName,EventData.VirtualAccount,EventData.TargetLinkedLogonId,EventData.ElevatedToken
Microsoft-Windows-Eventlog,{fc65ddd8-d6ef-4962-83d5-6e5cfe9ce148},1102,,1,4,104,0,0x4020000000000000,2025-12-01 13:39:40.295996+00:00,527761,,,1244,1404,Security,DESKTOP-40HV17C,,,S-1-5-21-40032278-2919576402-3266025375-1001,Thesis,DESKTOP-40HV17C,0x0000000000046c03,3076,10696049115005152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microsoft-Windows-Security-Auditing,{54849625-5478-4994-a5ba-3e3b0328c30d},4690,,0,0,12807,0,0x8020000000000000,2025-12-01 13:39:41.093016+00:00,527762,,,4,7608,Security,DESKTOP-40HV17C,,,,,,,,,S-1-5-18,DESKTOP-40HV17C$,WORKGROUP,0x00000000000003e7,0x0000000000000f18,0x0000000000000a44,0x00000000000031c4,0x0000000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microsoft-Windows-Security-Auditing,{54849625-5478-4994-a5ba-3e3b0328c30d},4658,,0,0,12801,0,0x8020000000000000,2025-12-01 13:39:41.093025+00:00,527763,,,4,7608,Security,DESKTOP-40HV17C,,,,,,,,,S-1-5-18,DESKTOP-40HV17C$,WORKGROUP,0x00000000000003e7,,,,,Security,0x00000000000031c4,0x0000000000000a44,C:\Windows\System32\CompatTelRunner.exe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microsoft-Windows-Security-Auditing,{54849625-5478-4994-a5ba-3e3b0328c30d},4656,,1,0,12801,0,0x8020000000000000,2025-12-01 13:39:41.093039+00:00,527764,,,4,7608,Security,DESKTOP-40HV17C,,,,,,,,,S-1-5-18,DESKTOP-40HV17C$,WORKGROUP,0x00000000000003e7,,,,,Security,0x0000000000000f18,0x0000000000000a44,C:\Windows\System32\CompatTelRunner.exe,Key,\REGISTRY\MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,{00000000-0000-0000-0000-000000000000},"%%1538
				%%4432
				%%4435
				%%4436",-,0x00020019,-,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microsoft-Windows-Security-Auditing,{54849625-5478-4994-a5ba-3e3b0328c30d},4658,,0,0,12801,0,0x8020000000000000,2025-12-01 13:39:41.093042+00:00,527765,,,4,7608,Security,DESKTOP-40HV17C,,,,,,,,,S-1-5-18,DESKTOP-40HV17C$,WORKGROUP,0x00000000000003e7,,,,,Security,0x0000000000000f18,0x0000000000000a44,C:\Windows\System32\CompatTelRunner.exe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microsoft-Windows-Security-Auditing,{54849625-5478-4994-a5ba-3e3b0328c30d},4690,,0,0,12807,0,0x8020000000000000,2025-12-01 13:39:41.097698+00:00,527766,,,4,7608,Security,DESKTOP-40HV17C,,,,,,,,,S-1-5-18,DESKTOP-40HV17C$,WORKGROUP,0x00000000000003e7,0x0000000000000bec,0x0000000000000a44,0x00000000000031c4,0x0000000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microsoft-Windows-Security-Auditing,{54849625-5478-4994-a5ba-3e3b0328c30d},4658,,0,0,12801,0,0x8020000000000000,2025-12-01 13:39:41.097704+00:00,527767,,,4,7608,Security,DESKTOP-40HV17C,,,,,,,,,S-1-5-18,DESKTOP-40HV17C$,WORKGROUP,0x00000000000003e7,,,,,Security,0x00000000000031c4,0x0000000000000a44,C:\Windows\System32\CompatTelRunner.exe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microsoft-Windows-Security-Auditing,{54849625-5478-4994-a5ba-3e3b0328c30d},4656,,1,0,12801,0,0x8020000000000000,2025-12-01 13:39:41.097710+00:00,527768,,,4,7608,Security,DESKTOP-40HV17C,,,,,,,,,S-1-5-18,DESKTOP-40HV17C$,WORKGROUP,0x00000000000003e7,,,,,Security,0x0000000000000bec,0x0000000000000a44,C:\Windows\System32\CompatTelRunner.exe,Key,\REGISTRY\MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,{00000000-0000-0000-0000-000000000000},"%%1538
				%%4432
				%%4435
				%%4436",-,0x00020019,-,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microsoft-Windows-Security-Auditing,{54849625-5478-4994-a5ba-3e3b0328c30d},4658,,0,0,12801,0,0x8020000000000000,2025-12-01 13:39:41.097712+00:00,527769,,,4,7608,Security,DESKTOP-40HV17C,,,,,,,,,S-1-5-18,DESKTOP-40HV17C$,WORKGROUP,0x00000000000003e7,,,,,Security,0x0000000000000bec,0x0000000000000a44,C:\Windows\System32\CompatTelRunner.exe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microsoft-Windows-Security-Auditing,{54849625-5478-4994-a5ba-3e3b0328c30d},4688,,2,0,13312,0,0x8020000000000000,2025-12-01 13:39:41.425528+00:00,527770,,,4,7608,Security,DESKTOP-40HV17C,,,,,,,,,S-1-5-21-40032278-2919576402-3266025375-1001,Thesis,DESKTOP-40HV17C,0x0000000000046c2f,,,,,,,0x0000000000001cc4,,,,,,,,,,,0x000000000000269c,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,%%1938,"""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=utility --utility-sub-type=asset_store.mojom.AssetStoreService --lang=en-US --service-sandbox-type=asset_store_service --always-read-main-dll --metrics-shmem-handle=6060,i,968706163880334919,12995108994147436968,524288 --field-trial-handle=2372,i,13162257955122762025,4332410033794861740,262144 --variations-seed-version --trace-process-track-uuid=3190709000367499229 --mojo-platform-channel-handle=5312 /prefetch:8",S-1-0-0,-,-,0x0000000000000000,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,S-1-16-4096,,,,,,,,,,,,,,,,,
